	superkingdom		phylum		class		order		family		genus		species	Full	SciNameFull_found
d__	Viruses					|o__	Caudovirales	|f__	Myoviridae	|g__	Radnorvirus	|s__	Arthrobacter virus Trina	d__Viruses|o__Caudovirales|f__Myoviridae|g__Radnorvirus|s__Arthrobacter virus Trina	Arthrobacter virus Trina
d__	Viruses					|o__	Caudovirales	|f__	Siphoviridae	|g__	Amigovirus	|s__	Arthrobacteria virus Molivia	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Amigovirus|s__Arthrobacteria virus Molivia	Arthrobacteria virus Molivia
d__	Viruses							|f__	Baculoviridae	|g__	Betabaculovirus	|s__	Artogeia rapae granulovirus	d__Viruses|f__Baculoviridae|g__Betabaculovirus|s__Artogeia rapae granulovirus	Artogeia rapae granulovirus
d__	Eukaryota	|p__	Ascomycota											d__Eukaryota|p__Ascomycota	Ascomycota
d__	Eukaryota	|p__	Ascomycota											d__Eukaryota|p__Ascomycota	Ascomycota
d__	Eukaryota	|p__	Ascomycota											d__Eukaryota|p__Ascomycota	Ascomycota
d__	Eukaryota	|p__	Ascomycota											d__Eukaryota|p__Ascomycota	Ascomycota
d__	Eukaryota	|p__	Ascomycota											d__Eukaryota|p__Ascomycota	Ascomycota
d__	Eukaryota	|p__	Ascomycota											d__Eukaryota|p__Ascomycota	Ascomycota
d__	Eukaryota	|p__	Ascomycota											d__Eukaryota|p__Ascomycota	Ascomycota
d__	Eukaryota	|p__	Ascomycota											d__Eukaryota|p__Ascomycota	Ascomycota
d__	Eukaryota	|p__	Ascomycota	|c__	Eurotiomycetes	|o__	Eurotiales	|f__	Aspergillaceae	|g__	Aspergillus	|s__	Aspergillus niger	d__Eukaryota|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus niger	Aspergillus niger
d__	Bacteria	|p__	Tenericutes	|c__	Mollicutes	|o__	Acholeplasmatales	|f__	Acholeplasmataceae	|g__	Candidatus Phytoplasma	|s__	Aster yellows witches'-broom phytoplasma	d__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Candidatus Phytoplasma|s__Aster yellows witches'-broom phytoplasma	Aster yellows witches'-broom phytoplasma
d__	Bacteria	|p__	Tenericutes	|c__	Mollicutes	|o__	Acholeplasmatales	|f__	Acholeplasmataceae	|g__	Candidatus Phytoplasma	|s__	Aster yellows witches'-broom phytoplasma	d__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Candidatus Phytoplasma|s__Aster yellows witches'-broom phytoplasma	Aster yellows witches'-broom phytoplasma
d__	Bacteria	|p__	Proteobacteria	|c__	Alphaproteobacteria	|o__	Caulobacterales	|f__	Caulobacteraceae	|g__	Asticcacaulis	|s__	Asticcacaulis biprosthecium	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Asticcacaulis|s__Asticcacaulis biprosthecium	Asticcacaulis biprosthecium
d__	Viruses					|o__	Herpesvirales	|f__	Herpesviridae	|g__	Rhadinovirus	|s__	Ateline gammaherpesvirus 3	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Rhadinovirus|s__Ateline gammaherpesvirus 3	Ateline gammaherpesvirus 3
d__	Viruses							|f__	Phycodnaviridae			|s__	Aureococcus anophagefferens virus	d__Viruses|f__Phycodnaviridae|s__Aureococcus anophagefferens virus	Aureococcus anophagefferens virus
d__	Viruses							|f__	Baculoviridae	|g__	Alphabaculovirus	|s__	Autographa californica multiple nucleopolyhedrovirus	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Autographa californica multiple nucleopolyhedrovirus	Autographa californica multiple nucleopolyhedrovirus
d__	Viruses							|f__	Baculoviridae	|g__	Alphabaculovirus	|s__	Autographa californica multiple nucleopolyhedrovirus	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Autographa californica multiple nucleopolyhedrovirus	Autographa californica multiple nucleopolyhedrovirus
d__	Viruses							|f__	Astroviridae	|g__	Avastrovirus	|s__	Avastrovirus 3	d__Viruses|f__Astroviridae|g__Avastrovirus|s__Avastrovirus 3	Avastrovirus 3
d__	Viruses	|p__	Negarnaviricota	|c__	Monjiviricetes	|o__	Mononegavirales	|f__	Paramyxoviridae	|g__	Avulavirus	|s__	Avian avulavirus 10	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Paramyxoviridae|g__Avulavirus|s__Avian avulavirus 10	Avian avulavirus 10
d__	Viruses	|p__	Negarnaviricota	|c__	Monjiviricetes	|o__	Mononegavirales	|f__	Paramyxoviridae	|g__	Avulavirus	|s__	Avian avulavirus 10	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Paramyxoviridae|g__Avulavirus|s__Avian avulavirus 10	Avian avulavirus 10
d__	Viruses	|p__	Negarnaviricota	|c__	Monjiviricetes	|o__	Mononegavirales	|f__	Paramyxoviridae	|g__	Avulavirus	|s__	Avian avulavirus 12	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Paramyxoviridae|g__Avulavirus|s__Avian avulavirus 12	Avian avulavirus 12
d__	Viruses	|p__	Negarnaviricota	|c__	Monjiviricetes	|o__	Mononegavirales	|f__	Paramyxoviridae	|g__	Avulavirus	|s__	Avian avulavirus 13	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Paramyxoviridae|g__Avulavirus|s__Avian avulavirus 13	Avian avulavirus 13
d__	Viruses	|p__	Negarnaviricota	|c__	Monjiviricetes	|o__	Mononegavirales	|f__	Paramyxoviridae	|g__	Avulavirus	|s__	Avian avulavirus 13	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Paramyxoviridae|g__Avulavirus|s__Avian avulavirus 13	Avian avulavirus 13
d__	Viruses					|o__	Ortervirales	|f__	Retroviridae			|s__	Avian endogenous retrovirus EAV-HP	d__Viruses|o__Ortervirales|f__Retroviridae|s__Avian endogenous retrovirus EAV-HP	Avian endogenous retrovirus EAV-HP
d__	Viruses	|p__	Negarnaviricota	|c__	Monjiviricetes	|o__	Mononegavirales	|f__	Paramyxoviridae	|g__	Paraavulavirus	|s__	Avian paraavulavirus 4	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Paramyxoviridae|g__Paraavulavirus|s__Avian paraavulavirus 4	Avian paraavulavirus 4
d__	Viruses					|o__	Picornavirales	|f__	Picornaviridae	|g__	Avisivirus	|s__	Avisivirus A	d__Viruses|o__Picornavirales|f__Picornaviridae|g__Avisivirus|s__Avisivirus A	Avisivirus A
d__	Viruses							|f__	Circoviridae			|s__	Avon-Heathcote Estuary associated circular virus 11	d__Viruses|f__Circoviridae|s__Avon-Heathcote Estuary associated circular virus 11	Avon-Heathcote Estuary associated circular virus 11
d__	Bacteria	|p__	Proteobacteria	|c__	Alphaproteobacteria	|o__	Rhodospirillales	|f__	Rhodospirillaceae	|g__	Azospirillum	|s__	Azospirillum lipoferum	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Azospirillum|s__Azospirillum lipoferum	Azospirillum lipoferum
d__	Bacteria	|p__	Firmicutes	|c__	Bacilli	|o__	Bacillales							d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	Bacillales
d__	Bacteria	|p__	Firmicutes	|c__	Bacilli	|o__	Bacillales							d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	Bacillales
d__	Bacteria	|p__	Firmicutes	|c__	Bacilli	|o__	Bacillales							d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	Bacillales
d__	Bacteria	|p__	Firmicutes	|c__	Bacilli	|o__	Bacillales	|f__	Bacillales Family X. Incertae Sedis					d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales Family X. Incertae Sedis	Bacillales Family X. Incertae Sedis
d__	Bacteria	|p__	Firmicutes	|c__	Bacilli	|o__	Bacillales	|f__	Bacillaceae	|g__	Bacillus	|s__	Bacillus sp. nio-1130	d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. nio-1130	Bacillus sp. nio-1130
d__	Bacteria	|p__	Firmicutes	|c__	Bacilli	|o__	Bacillales	|f__	Bacillaceae	|g__	Bacillus	|s__	Bacillus sp. NMCC4	d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. NMCC4	Bacillus sp. NMCC4
d__	Bacteria	|p__	Firmicutes	|c__	Bacilli	|o__	Bacillales	|f__	Bacillaceae	|g__	Bacillus	|s__	Bacillus sp. Pc3	d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. Pc3	Bacillus sp. Pc3
d__	Viruses					|o__	Caudovirales	|f__	Herelleviridae	|g__	Agatevirus	|s__	Bacillus virus Agate	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Agatevirus|s__Bacillus virus Agate	Bacillus virus Agate
d__	Viruses					|o__	Caudovirales	|f__	Herelleviridae	|g__	Bequatrovirus	|s__	Bacillus virus B4	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Bequatrovirus|s__Bacillus virus B4	Bacillus virus B4
d__	Viruses					|o__	Caudovirales	|f__	Herelleviridae	|g__	Caeruleovirus	|s__	Bacillus virus Bc431	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Caeruleovirus|s__Bacillus virus Bc431	Bacillus virus Bc431
d__	Viruses					|o__	Caudovirales	|f__	Herelleviridae	|g__	Caeruleovirus	|s__	Bacillus virus Bcp1	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Caeruleovirus|s__Bacillus virus Bcp1	Bacillus virus Bcp1
d__	Viruses					|o__	Caudovirales	|f__	Herelleviridae	|g__	Tsarbombavirus	|s__	Bacillus virus BCP78	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Tsarbombavirus|s__Bacillus virus BCP78	Bacillus virus BCP78
d__	Viruses					|o__	Caudovirales	|f__	Herelleviridae	|g__	Bequatrovirus	|s__	Bacillus virus Bigbertha	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Bequatrovirus|s__Bacillus virus Bigbertha	Bacillus virus Bigbertha
d__	Viruses					|o__	Caudovirales	|f__	Herelleviridae	|g__	Agatevirus	|s__	Bacillus virus Bobb	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Agatevirus|s__Bacillus virus Bobb	Bacillus virus Bobb
d__	Viruses					|o__	Caudovirales	|f__	Herelleviridae	|g__	Agatevirus	|s__	Bacillus virus Bp8pC	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Agatevirus|s__Bacillus virus Bp8pC	Bacillus virus Bp8pC
d__	Viruses					|o__	Caudovirales	|f__	Herelleviridae	|g__	Siminovitchvirus	|s__	Bacillus virus CP51	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Siminovitchvirus|s__Bacillus virus CP51	Bacillus virus CP51
d__	Viruses					|o__	Caudovirales	|f__	Herelleviridae	|g__	Caeruleovirus	|s__	Bacillus virus Deepblue	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Caeruleovirus|s__Bacillus virus Deepblue	Bacillus virus Deepblue
d__	Viruses					|o__	Caudovirales	|f__	Herelleviridae	|g__	Bastillevirus	|s__	Bacillus virus Evoli	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Bastillevirus|s__Bacillus virus Evoli	Bacillus virus Evoli
d__	Viruses					|o__	Caudovirales	|f__	Herelleviridae	|g__	Nitunavirus	|s__	Bacillus virus Grass	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Nitunavirus|s__Bacillus virus Grass	Bacillus virus Grass
d__	Viruses					|o__	Caudovirales	|f__	Herelleviridae	|g__	Bastillevirus	|s__	Bacillus virus HoodyT	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Bastillevirus|s__Bacillus virus HoodyT	Bacillus virus HoodyT
d__	Viruses					|o__	Caudovirales	|f__	Herelleviridae			|s__	Bacillus virus Moonbeam	d__Viruses|o__Caudovirales|f__Herelleviridae|s__Bacillus virus Moonbeam	Bacillus virus Moonbeam
d__	Viruses					|o__	Caudovirales	|f__	Herelleviridae	|g__	Siminovitchvirus	|s__	Bacillus virus Shanette	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Siminovitchvirus|s__Bacillus virus Shanette	Bacillus virus Shanette
d__	Viruses					|o__	Caudovirales	|f__	Herelleviridae			|s__	Bacillus virus SIOphi	d__Viruses|o__Caudovirales|f__Herelleviridae|s__Bacillus virus SIOphi	Bacillus virus SIOphi
d__	Viruses					|o__	Caudovirales	|f__	Siphoviridae	|g__	Slashvirus	|s__	Bacillus virus Slash	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Slashvirus|s__Bacillus virus Slash	Bacillus virus Slash
d__	Viruses					|o__	Caudovirales	|f__	Siphoviridae	|g__	Slashvirus	|s__	Bacillus virus Stahl	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Slashvirus|s__Bacillus virus Stahl	Bacillus virus Stahl
d__	Viruses					|o__	Caudovirales	|f__	Herelleviridae	|g__	Tsarbombavirus	|s__	Bacillus virus TsarBomba	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Tsarbombavirus|s__Bacillus virus TsarBomba	Bacillus virus TsarBomba
d__	Bacteria													d__Bacteria	Bacteria
d__	Bacteria													d__Bacteria	Bacteria
d__	Bacteria													d__Bacteria	Bacteria
d__	Bacteria													d__Bacteria	Bacteria
d__	Bacteria													d__Bacteria	Bacteria
d__	Bacteria													d__Bacteria	Bacteria
d__	Bacteria													d__Bacteria	Bacteria
d__	Bacteria													d__Bacteria	Bacteria
d__	Bacteria													d__Bacteria	Bacteria
d__	Bacteria													d__Bacteria	Bacteria
d__	Bacteria													d__Bacteria	Bacteria
d__	Bacteria													d__Bacteria	Bacteria
d__	Bacteria													d__Bacteria	Bacteria
d__	Bacteria													d__Bacteria	Bacteria
d__	Bacteria											|s__	bacterium endosymbiont of Bathymodiolus sp. 5 South	d__Bacteria|s__bacterium endosymbiont of Bathymodiolus sp. 5 South	bacterium endosymbiont of Bathymodiolus sp. 5 South
d__	Bacteria											|s__	bacterium endosymbiont of Pedicinus badii	d__Bacteria|s__bacterium endosymbiont of Pedicinus badii	bacterium endosymbiont of Pedicinus badii
d__	Bacteria											|s__	bacterium JGI 053	d__Bacteria|s__bacterium JGI 053	bacterium JGI 053
d__	Bacteria	|p__	Bacteroidetes									|s__	Bacteroidetes endosymbiont of Geopemphigus sp.	d__Bacteria|p__Bacteroidetes|s__Bacteroidetes endosymbiont of Geopemphigus sp.	Bacteroidetes endosymbiont of Geopemphigus sp.
d__	Bacteria	|p__	Bacteroidetes			|o__	Bacteroidetes Order II. Incertae sedis							d__Bacteria|p__Bacteroidetes|o__Bacteroidetes Order II. Incertae sedis	Bacteroidetes Order II. Incertae sedis
d__	Viruses					|o__	Nidovirales	|f__	Tobaniviridae	|g__	Bafinivirus			d__Viruses|o__Nidovirales|f__Tobaniviridae|g__Bafinivirus	Bafinivirus
d__	Viruses							|f__	Potyviridae	|g__	Potyvirus	|s__	Banana bract mosaic virus	d__Viruses|f__Potyviridae|g__Potyvirus|s__Banana bract mosaic virus	Banana bract mosaic virus
d__	Viruses					|o__	Ortervirales	|f__	Caulimoviridae	|g__	Badnavirus	|s__	Banana streak virus	d__Viruses|o__Ortervirales|f__Caulimoviridae|g__Badnavirus|s__Banana streak virus	Banana streak virus
d__	Viruses					|o__	Ortervirales	|f__	Caulimoviridae	|g__	Badnavirus	|s__	Banana streak virus	d__Viruses|o__Ortervirales|f__Caulimoviridae|g__Badnavirus|s__Banana streak virus	Banana streak virus
d__	Bacteria	|p__	Proteobacteria	|c__	Alphaproteobacteria	|o__	Rhizobiales	|f__	Bartonellaceae	|g__	Bartonella	|s__	Bartonella kosoyi	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bartonellaceae|g__Bartonella|s__Bartonella kosoyi	Bartonella kosoyi
d__	Viruses							|f__	Endornaviridae	|g__	Alphaendornavirus	|s__	Basella alba alphaendornavirus 1	d__Viruses|f__Endornaviridae|g__Alphaendornavirus|s__Basella alba alphaendornavirus 1	Basella alba alphaendornavirus 1
d__	Eukaryota	|p__	Basidiomycota											d__Eukaryota|p__Basidiomycota	Basidiomycota
d__	Eukaryota	|p__	Basidiomycota											d__Eukaryota|p__Basidiomycota	Basidiomycota
d__	Eukaryota	|p__	Basidiomycota											d__Eukaryota|p__Basidiomycota	Basidiomycota
d__	Eukaryota	|p__	Basidiomycota											d__Eukaryota|p__Basidiomycota	Basidiomycota
d__	Viruses					|o__	Nidovirales	|f__	Coronaviridae	|g__	Betacoronavirus	|s__	Bat Hp-betacoronavirus Zhejiang2013	d__Viruses|o__Nidovirales|f__Coronaviridae|g__Betacoronavirus|s__Bat Hp-betacoronavirus Zhejiang2013	Bat Hp-betacoronavirus Zhejiang2013
d__	Viruses					|o__	Nidovirales	|f__	Coronaviridae	|g__	Betacoronavirus	|s__	Bat Hp-betacoronavirus Zhejiang2013	d__Viruses|o__Nidovirales|f__Coronaviridae|g__Betacoronavirus|s__Bat Hp-betacoronavirus Zhejiang2013	Bat Hp-betacoronavirus Zhejiang2013
d__	Viruses							|f__	Adenoviridae	|g__	Mastadenovirus	|s__	Bat mastadenovirus C	d__Viruses|f__Adenoviridae|g__Mastadenovirus|s__Bat mastadenovirus C	Bat mastadenovirus C
d__	Viruses							|f__	Adenoviridae	|g__	Mastadenovirus	|s__	Bat mastadenovirus C	d__Viruses|f__Adenoviridae|g__Mastadenovirus|s__Bat mastadenovirus C	Bat mastadenovirus C
d__	Viruses							|f__	Adenoviridae	|g__	Mastadenovirus	|s__	Bat mastadenovirus D	d__Viruses|f__Adenoviridae|g__Mastadenovirus|s__Bat mastadenovirus D	Bat mastadenovirus D
d__	Viruses							|f__	Adenoviridae	|g__	Mastadenovirus	|s__	Bat mastadenovirus D	d__Viruses|f__Adenoviridae|g__Mastadenovirus|s__Bat mastadenovirus D	Bat mastadenovirus D
d__	Viruses							|f__	Phycodnaviridae	|g__	Prasinovirus	|s__	Bathycoccus sp. RCC1105 virus BpV	d__Viruses|f__Phycodnaviridae|g__Prasinovirus|s__Bathycoccus sp. RCC1105 virus BpV	Bathycoccus sp. RCC1105 virus BpV
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria							|s__	Bathymodiolus azoricus thioautotrophic gill symbiont	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|s__Bathymodiolus azoricus thioautotrophic gill symbiont	Bathymodiolus azoricus thioautotrophic gill symbiont
d__	Bacteria											|s__	Bathymodiolus brooksi thiotrophic gill symbiont	d__Bacteria|s__Bathymodiolus brooksi thiotrophic gill symbiont	Bathymodiolus brooksi thiotrophic gill symbiont
d__	Bacteria											|s__	Bathymodiolus heckerae thiotrophic gill symbiont	d__Bacteria|s__Bathymodiolus heckerae thiotrophic gill symbiont	Bathymodiolus heckerae thiotrophic gill symbiont
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria							|s__	Bathymodiolus platifrons methanotrophic gill symbiont	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|s__Bathymodiolus platifrons methanotrophic gill symbiont	Bathymodiolus platifrons methanotrophic gill symbiont
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria							|s__	Bathymodiolus septemdierum thioautotrophic gill symbiont	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|s__Bathymodiolus septemdierum thioautotrophic gill symbiont	Bathymodiolus septemdierum thioautotrophic gill symbiont
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria							|s__	Bathymodiolus septemdierum thioautotrophic gill symbiont	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|s__Bathymodiolus septemdierum thioautotrophic gill symbiont	Bathymodiolus septemdierum thioautotrophic gill symbiont
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria							|s__	Bathymodiolus thermophilus thioautotrophic gill symbiont	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|s__Bathymodiolus thermophilus thioautotrophic gill symbiont	Bathymodiolus thermophilus thioautotrophic gill symbiont
d__	Viruses							|f__	Poxviridae			|s__	BeAn 58058 virus	d__Viruses|f__Poxviridae|s__BeAn 58058 virus	BeAn 58058 virus
d__	Viruses					|o__	Picornavirales	|f__	Secoviridae	|g__	Comovirus	|s__	Bean rugose mosaic virus	d__Viruses|o__Picornavirales|f__Secoviridae|g__Comovirus|s__Bean rugose mosaic virus	Bean rugose mosaic virus
d__	Viruses							|f__	Closteroviridae	|g__	Crinivirus	|s__	Bean yellow disorder virus	d__Viruses|f__Closteroviridae|g__Crinivirus|s__Bean yellow disorder virus	Bean yellow disorder virus
d__	Viruses							|f__	Virgaviridae	|g__	Pomovirus	|s__	Beet soil-borne virus	d__Viruses|f__Virgaviridae|g__Pomovirus|s__Beet soil-borne virus	Beet soil-borne virus
d__	Viruses							|f__	Closteroviridae	|g__	Closterovirus	|s__	Beet yellows virus	d__Viruses|f__Closteroviridae|g__Closterovirus|s__Beet yellows virus	Beet yellows virus
d__	Viruses											|s__	Beihai barnacle viurs 1	d__Viruses|s__Beihai barnacle viurs 1	Beihai barnacle viurs 1
d__	Viruses											|s__	Beihai mantis shrimp virus 5	d__Viruses|s__Beihai mantis shrimp virus 5	Beihai mantis shrimp virus 5
d__	Viruses											|s__	Beihai sipunculid worm virus 1	d__Viruses|s__Beihai sipunculid worm virus 1	Beihai sipunculid worm virus 1
d__	Viruses					|o__	Nidovirales	|f__	Coronaviridae	|g__	Gammacoronavirus	|s__	Beluga whale coronavirus SW1	d__Viruses|o__Nidovirales|f__Coronaviridae|g__Gammacoronavirus|s__Beluga whale coronavirus SW1	Beluga whale coronavirus SW1
d__	Viruses					|o__	Nidovirales	|f__	Coronaviridae	|g__	Betacoronavirus			d__Viruses|o__Nidovirales|f__Coronaviridae|g__Betacoronavirus	Betacoronavirus
d__	Viruses					|o__	Nidovirales	|f__	Coronaviridae	|g__	Betacoronavirus			d__Viruses|o__Nidovirales|f__Coronaviridae|g__Betacoronavirus	Betacoronavirus
d__	Viruses					|o__	Nidovirales	|f__	Coronaviridae	|g__	Betacoronavirus			d__Viruses|o__Nidovirales|f__Coronaviridae|g__Betacoronavirus	Betacoronavirus
d__	Viruses					|o__	Nidovirales	|f__	Coronaviridae	|g__	Betacoronavirus			d__Viruses|o__Nidovirales|f__Coronaviridae|g__Betacoronavirus	Betacoronavirus
d__	Viruses					|o__	Nidovirales	|f__	Coronaviridae	|g__	Betacoronavirus			d__Viruses|o__Nidovirales|f__Coronaviridae|g__Betacoronavirus	Betacoronavirus
d__	Viruses					|o__	Tymovirales	|f__	Betaflexiviridae					d__Viruses|o__Tymovirales|f__Betaflexiviridae	Betaflexiviridae
d__	Viruses					|o__	Tymovirales	|f__	Betaflexiviridae					d__Viruses|o__Tymovirales|f__Betaflexiviridae	Betaflexiviridae
d__	Bacteria	|p__	Actinobacteria	|c__	Actinobacteria	|o__	Bifidobacteriales	|f__	Bifidobacteriaceae	|g__	Bifidobacterium	|s__	Bifidobacterium adolescentis	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium adolescentis	Bifidobacterium adolescentis
d__	Bacteria	|p__	Actinobacteria	|c__	Actinobacteria	|o__	Bifidobacteriales	|f__	Bifidobacteriaceae	|g__	Bifidobacterium	|s__	Bifidobacterium catenulatum	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium catenulatum	Bifidobacterium catenulatum
d__	Viruses							|f__	Bromoviridae	|g__	Ilarvirus	|s__	Blackberry chlorotic ringspot virus	d__Viruses|f__Bromoviridae|g__Ilarvirus|s__Blackberry chlorotic ringspot virus	Blackberry chlorotic ringspot virus
d__	Viruses					|o__	Ortervirales	|f__	Caulimoviridae	|g__	Badnavirus	|s__	Blackberry Virus F	d__Viruses|o__Ortervirales|f__Caulimoviridae|g__Badnavirus|s__Blackberry Virus F	Blackberry Virus F
d__	Viruses							|f__	Closteroviridae	|g__	Closterovirus	|s__	Blackcurrant-associated closterovirus 1	d__Viruses|f__Closteroviridae|g__Closterovirus|s__Blackcurrant-associated closterovirus 1	Blackcurrant-associated closterovirus 1
