Species	CMC001.A0101.SG1.unmapped	CMC001.A0201.SG1.unmapped	CMC001.B0201.SG1.unmapped	CMC002.A0201.SG1.unmapped	CMC002.B0201.SG1.unmapped	CMC003.A0201.SG1.unmapped	CMC003.B0101.SG1.unmapped	CMC004.A0101.SG1.unmapped	CMC004.B0201.SG1.unmapped	CMC005.A0202.SG1.unmapped	CMC005.B0101.SG1.unmapped	CMC006.A0101.SG1.unmapped	CMC006.B0201.SG1.unmapped	CMC007.B0101.SG1.unmapped	CMC008.A0101.SG1.unmapped	CMC008.B0201.SG1.unmapped	CMC009.A0202.SG1.unmapped	CMC009.B0101.SG1.unmapped	CMC010.A0101.SG1.unmapped	CMC010.B0201.SG1.unmapped	CMC011.A0201.SG1.unmapped	CMC011.B0101.SG1.unmapped	CMC012.A0201.SG1.unmapped	CMC012.B0201.SG1.unmapped	CMC013.A0201.SG1.unmapped	CMC013.B0101.SG1.unmapped	CMC014.A0101.SG1.unmapped	CMC015.A0201.SG1.unmapped	CMC015.B0201.SG1.unmapped	CMC016.A0101.SG1.unmapped	CMC016.B0101.SG1.unmapped	CMC017.A0201.SG1.unmapped	CMC017.B0201.SG1.unmapped	CMC018.A0101.SG1.unmapped	CMC018.B0101.SG1.unmapped	CMC020.A0101.SG1.unmapped	CMC020.B0101.SG1.unmapped	CMC021.A0201.SG1.unmapped	CMC021.B0201.SG1.unmapped	CMC022.A0101.SG1.unmapped	CMC022.B0101.SG1.unmapped	CMC023.A0301.SG1.unmapped	CMC023.B0201.SG1.unmapped	CMC024.A0101.SG1.unmapped	CMC024.B0101.SG1.unmapped	CMC025.A0201.SG1.unmapped	CMC025.B0201.SG1.unmapped	CMC026.A0101.SG1.unmapped	CMC026.B0101.SG1.unmapped	CMC027.A0201.SG1.unmapped	CMC027.B0201.SG1.unmapped	CMC028.A0101.SG1.unmapped	CMC028.B0101.SG1.unmapped	CMC029.A0201.SG1.unmapped	CMC029.B0201.SG1.unmapped	CMC030.A0101.SG1.unmapped	CMC030.B0101.SG1.unmapped	CMC031.A0201.SG1.unmapped	CMC031.B0201.SG1.unmapped	CMC032.A0101.SG1.unmapped	CMC032.B0101.SG1.unmapped	CMC033.A0201.SG1.unmapped	CMC033.B0201.SG1.unmapped	CMC034.A0101.SG1.unmapped	CMC034.B0101.SG1.unmapped	CMC035.A0201.SG1.unmapped	CMC035.B0201.SG1.unmapped	CMC036.A0101.SG1.unmapped	CMC036.B0101.SG1.unmapped	CMC037.A0201.SG1.unmapped	CMC037.B0201.SG1.unmapped	CMC038.A0101.SG1.unmapped	CMC038.B0101.SG1.unmapped	CMC039.B0201.SG1.unmapped	CMC040.B0101.SG1.unmapped	CMC041.A0201.SG1.unmapped	CMC042.A0201.SG1.unmapped	CMC042.B0101.SG1.unmapped	CMC043.A0101.SG1.unmapped	CMC043.B0101.SG1.unmapped	CMC044.A0201.SG1.unmapped	CMC045.A0201.SG1.unmapped	CMC045.B0201.SG1.unmapped	CMC046.B0201.SG1.unmapped-1	CMC047.A0201.SG1.unmapped	ERR1474564.unmapped	ERR1474565.unmapped	ERR1474566.unmapped	ERR1474567.unmapped	ERR1474568.unmapped	ERR1474569.unmapped	ERR1474570.unmapped	ERR1474571.unmapped	ERR1474572.unmapped	ERR1474573.unmapped	ERR1474574.unmapped	ERR1474575.unmapped	ERR1474576.unmapped	ERR1474577.unmapped	ERR1474578.unmapped	ERR1474579.unmapped	ERR1474580.unmapped	ERR1474581.unmapped	ERR1474582.unmapped	ERR1474583.unmapped	ERR1474584.unmapped	ERR1474585.unmapped	ERR1474586.unmapped	ERR1474587.unmapped	JAE006.A0101.unmapped	JAE007.A0101.unmapped	JAE008.A0101.unmapped	JAE009.A0101.unmapped	JAE010.A0101.unmapped	JAE012.A0101.unmapped	JAE013.A0101.unmapped	JAE016.A0101.unmapped	SRS011247.unmapped	SRS011310.unmapped	SRS013506.unmapped	SRS013942.unmapped	SRS013945.unmapped	SRS014468.unmapped	SRS014692.unmapped	SRS015055.unmapped	SRS015436.unmapped	SRS015799.unmapped	SRS018359.unmapped	SRS019120.unmapped	SRS019124.unmapped	SRS019587.unmapped	SRS024281.unmapped	SRS043239.unmapped	SRS052874.unmapped	SRS056892.unmapped	SRS058105.unmapped	VLC001.A0101.unmapped	VLC002.A0101.unmapped
Limosilactobacillus	0	0	0	0	0	0	0	0	0	0	1343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1506	0	0	0	0	0	0	3886	0	232	0	0	0	0	826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Weissella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6733	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus	348899	401255	409376	961125	517529	235383	565114	183475	198880	504497	625933	2154568	421417	302767	120223	310808	1871854	425677	269441	321841	1037031	1262832	250698	468697	572176	1020664	397949	292537	196124	120369	284538	207927	266251	309267	417535	623224	332245	423013	250172	1037551	1037198	355074	404738	312654	344163	197202	270264	415284	591852	36547	370152	368785	997746	169920	577404	980608	175437	598616	118183	182930	28	831001	400203	811209	297975	1208833	206118	1326062	430651	608864	2234368	906781	1452429	295122	404212	112510	1266553	341079	678435	664611	432142	137750	295852	117970	1045242	2264867	2550782	1698642	892784	7981452	1283505	5975029	1275657	679264	371645	498667	2128698	1409972	1556201	926380	1727599	8204535	513030	1315138	1060062	741007	6258531	6829429	6469551	11863283	7389266	3182293	3830653	6262304	6992660	4934933	339153	10838794	9822023	4573949	929535	3205358	203459	1168214	609574	6283367	4385517	4174896	930875	6172945	3918729	23829192	2449857	8636501	5665017	6828098	0	658648
Clostridium	1257	1587	2132	1087	0	0	0	0	8155	1029	1633	0	0	1805	0	0	2226	3466	0	5949	4358	4097	3476	1224	9023	3791	0	1537	5892	2568	3730	1679	2860	996	3599	2073	5055	1984	6468	0	5360	3080	4260	1284	2274	2881	13172	0	1538	1373	2772	1641	5947	1013	3645	1138	4867	0	0	0	0	0	6478	0	2376	1718	2507	1345	2156	969	0	2178	4134	8619	4250	4264	0	7555	0	0	1328	0	2999	0	0	0	0	1533	1779	0	0	0	0	442	234	278	1838	0	830	0	1580	13015	523	1265	2567	1323	0	0	4429	0	0	0	6223	0	0	0	17175	0	0	0	1173	0	197	1804	719	0	0	0	0	0	0	0	0	0	0	0	0	0
Hungatella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mogibacterium	4009	4709	1158	5977	0	0	0	0	22966	1816	2493	2342	0	7917	0	0	1017	0	1824	9800	23691	7785	7180	5135	22211	0	2938	0	0	2279	7134	1679	1469	0	21390	22872	11886	15644	9143	0	21191	1830	5697	4287	10401	5353	7517	2954	32340	660	12710	3094	0	1002	4263	3163	0	0	0	0	0	1393	7919	910	9987	2270	5509	6083	3355	1154	0	2818	4281	2915	26796	1811	0	8023	0	0	6102	0	6197	0	0	1534	6260	16237	53646	60003	5153	31373	2135	11779	421	1831	23939	1168	12766	1813	40316	160005	2203	2736	11747	10609	23574	54051	73488	0	0	12492	23344	0	0	4034	71221	10517	0	0	4179	0	2272	43383	5751	2947	0	0	1147	1414	1400	0	8365	0	0	0	0	6074
Eubacterium	23437	35787	1213	5085	0	4404	3844	8447	2552	14739	0	39061	0	4883	2917	49059	6042	0	15265	2038	16567	47047	1564	1721	4578	0	0	20643	2034	1784	1810	14222	8785	3757	2367	7568	1301	11060	1698	26143	45860	25930	1243	54963	26939	9969	3611	14264	11982	7436	3282	20064	55333	7608	2234	7508	11870	3051	0	3445	0	9112	1787	5987	1464	25926	13736	49100	0	6984	0	13333	5539	2977	5599	34287	7925	2840	0	0	0	5004	2276	0	0	0	2103	19174	4736	0	1110	0	1288	412	384	1074	2044	755	0	774	1482	18311	1085	0	2291	1732	7292	0	4671	30428	93416	173151	59551	45248	29474	39985	26610	0	0	0	6332	0	461	1237	1244	0	0	0	5301	0	0	0	6105	0	0	0	0	35968
Pseudoramibacter	4698	5283	0	12707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3795	0	0	0	0	0	0	0	0	0	0	0	1731	0	0	7251	0	0	0	0	0	4063	0	2140	0	5118	0	0	0	8467	2122	0	0	0	0	0	0	0	0	0	2666	0	0	0	0	0	0	45773	0	0	0	0	0	0	0	0	3529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42102	14842	26501	7334	400258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9417
Butyrivibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	914	0	0	0	0	0	1237	906	0	0	0	1338	1952	0	0	0	0	0	1280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	906	0	0	0	0	1413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Catonella	7668	8754	4516	8263	597	2725	0	2217	17055	3698	0	6409	4132	0	920	11262	1878	0	7814	5369	55940	36838	2939	0	7417	0	0	9180	0	4033	17861	7436	26406	10379	42437	31408	2383	33095	4533	18127	32609	17009	0	11483	9771	25562	0	3850	5467	6220	9324	4872	18554	8299	4812	5494	15532	0	0	0	0	2331	6398	5378	4852	23142	11632	21752	1880	8407	0	22258	27845	2622	9490	14400	7006	11753	0	0	0	3706	5115	0	0	7410	8972	29790	5541	9338	7331	0	4340	8332	3571	6607	18524	5097	6735	5761	19050	82075	3464	8039	30704	11304	15179	0	17045	11657	9180	221062	47876	13456	16077	11932	86936	0	0	0	1316	0	1490	18608	6057	1936	0	0	1656	0	0	0	20147	0	0	0	0	6309
Coprococcus	0	0	0	0	0	0	0	0	1696	0	0	0	0	0	0	0	0	0	0	1548	0	0	978	0	1280	0	0	0	2409	698	0	0	0	0	0	0	1197	0	1016	0	0	0	0	0	0	0	2991	0	0	0	0	0	0	0	1678	0	0	0	0	0	0	0	1511	0	0	0	0	0	0	0	0	0	0	1781	0	1197	0	2896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dorea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1010	0	1630	2143	0	0	1638	0	0	0	0	0	0	0	0	0	0	0	1401	0	0	0	0	0	1879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterocloster	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1588	0	0	0	0	0	1285	0	0	0	0	0	0	0	0	0	0	0	1504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Johnsonella	11416	14969	5307	8556	0	4932	8538	8342	13390	41047	0	4860	1844	26362	19318	8776	5734	3318	3323	4772	7281	24517	3821	1563	4154	1598	0	8682	4014	3982	6589	15988	35153	5490	6208	12251	5444	6047	4499	6817	50311	28295	2339	20624	58169	55335	8998	15615	20803	11013	11715	3774	28209	8635	5746	5885	60169	7544	1714	8228	0	2712	4699	1817	2968	32998	104925	3961	2592	5808	0	8293	10954	6617	7831	63935	7157	7661	1319	1355	1313	8778	6413	22565	0	0	1457	2058	4717	0	0	0	0	510	875	713	2261	731	0	1100	0	10591	943	0	2928	0	0	0	0	0	0	100996	18600	20848	9097	0	100319	0	0	0	2865	0	0	0	0	0	0	0	1730	0	0	0	1853	0	0	0	0	2633
Lachnoanaerobaculum	3208	4404	109661	3607	0	10007	4426	6694	84853	46747	70360	12802	80210	101926	5152	28223	68287	144937	5980	126278	88297	57851	71868	52237	127350	37124	15964	11520	131100	51243	148486	14661	81252	23025	41747	52191	306237	24795	90410	14914	57728	25065	92769	10381	38706	18586	151657	18456	40102	3492	124959	23847	59716	10061	259982	9670	74209	0	48592	430	1	48867	97173	2397	88049	12732	11060	17941	153906	6414	21225	17869	48913	181875	101966	63413	11873	283927	127235	124899	62367	2647	126386	35068	25056	5530	19423	15939	15302	56683	4903	31265	5148	2684	4951	5764	71934	1980	7285	7284	24045	179318	7928	16773	35755	11137	102128	36898	81549	10449	6061	10093	13683	8623	20069	8043	13031	18527	19642	1501	2502	16570	2119	11289	11288	16073	0	3894	2979	7282	17057	12322	78255	6617	11633	6882	0	2402
Lachnoclostridium	0	0	0	0	0	0	0	0	1776	0	0	0	0	0	0	0	0	0	0	1448	0	0	0	2175	2035	0	0	0	2739	374	0	0	0	0	315	0	0	0	1371	0	0	0	0	0	0	0	1440	0	0	0	0	0	1632	0	1307	0	0	0	0	0	0	0	1469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1772	0	0	2191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachnospira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lacrimispora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mediterraneibacter	0	0	0	0	0	0	0	0	1014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oribacterium	1526	1906	2379	5161	0	1101	0	2689	28878	3002	14325	5376	18345	46332	92986	2646	3513	4975	0	35508	5781	4329	19282	31950	16395	9511	16851	1030	24027	6982	22215	1351	3942	0	4914	4860	49162	2795	22723	0	4288	2215	26338	0	6142	2975	42795	0	20867	1314	2201	0	2441	805	131363	0	25854	1343	193972	441	0	6382	62963	0	47005	2203	252150	0	23665	0	0	2174	4806	17925	9703	4362	0	149628	202788	199005	37022	0	16807	56385	0	14049	53577	20007	44714	113253	16278	75464	17423	4929	3073	13377	40105	7793	15266	9474	39558	343341	12533	16931	38871	41090	265009	31497	209781	0	0	7069	14425	35454	0	10334	21592	14339	0	2160	20400	13614	11608	145091	179284	9427	0	2213	23170	6172	1767	3602	30392	5972	6625	0	0	0
Shuttleworthia	0	0	0	0	0	0	0	0	0	0	1268	0	0	0	0	0	0	0	0	0	3788	1383	3491	3479	2647	0	19202	0	0	0	0	0	0	0	0	0	1861	0	0	0	1242	0	0	0	0	0	4905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1631	0	0	0	1422	0	0	0	906	0	0	0	0	0	0	0	4081	0	0	0	0	0	0	0	1309	0	0	0	0	1434	0	0	3554	627	903	0	0	17642	2449	2268	4152	1578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	417	0	0	0	0	0	0	0	757	0	0	0	0	0	0	0	0	0
Stomatobaculum	0	0	5545	1669	0	0	0	0	14271	2903	14412	0	1980	15171	0	0	4566	3919	0	27343	24894	4803	27769	12052	96764	7567	22563	0	53762	11371	18954	1000	1337	0	9841	4765	12334	2347	11112	0	7599	0	50447	0	11360	0	74520	1703	7058	0	2765	0	0	0	31056	0	7623	0	6119	0	3	18575	49561	0	17718	1170	2051	0	36890	0	4856	0	4127	5895	14023	4293	0	163387	54872	53439	14150	0	3097	0	14120	0	4756	1504	13037	29449	2120	13837	0	5935	0	2814	12911	1267	9126	596	12997	75879	441	3636	20739	4258	16302	24069	32270	0	0	0	0	0	0	0	0	3428	2048	0	1385	5414	743	16143	19804	6581	0	863	931	0	0	0	44145	2806	9345	1537	0	0
Filifactor	9912	10724	5032	10311	1409	3953	0	3474	6641	0	0	0	0	2076	2170	1264	0	0	27086	0	5336	0	0	1068	2725	0	0	1709	0	1020	0	1188	1556	6529	47465	15385	1496	24616	2663	0	2794	15881	0	10701	2268	46924	2923	2014	0	36209	7912	6265	1818	6439	0	3971	0	0	0	312	0	1941	1125	8234	0	11357	2671	7848	2240	15186	0	25455	23868	1217	5520	2143	6075	1209	0	0	967	2933	6982	0	0	16983	5753	46151	24645	42062	24889	0	20987	24496	9264	6626	10618	3000	10019	12175	10423	186640	13772	17333	33151	17298	22239	13783	48963	0	0	0	38884	12405	0	0	23143	0	0	0	0	0	214	3413	2485	1432	0	0	0	0	0	0	0	0	0	0	0	1466
Peptoanaerobacter	14034	20384	1874	11716	0	4278	2054	5343	4664	6159	0	20774	0	1969	1511	22323	1799	0	12118	2160	16939	16869	1509	0	1695	0	0	9905	1239	1495	2119	8266	4871	13150	12452	13543	1866	14536	2502	11190	26734	17176	0	39127	28494	10126	0	5913	3894	9083	3908	15263	15248	7999	0	8391	4230	997	0	847	0	3799	3237	3660	1240	44623	12864	39352	0	4558	0	20441	23030	3099	4357	13128	5879	1903	0	0	0	3820	2193	0	0	1798	3184	16229	3640	0	6678	0	2169	1895	1020	1124	4903	869	1077	1616	5437	28144	1442	2386	11251	3585	6515	0	7880	13602	42550	61145	27728	10405	7166	10157	20741	0	0	0	1266	0	244	843	1248	0	0	0	1338	0	0	0	1837	0	0	0	0	7467
Peptostreptococcus	1032	1130	0	932	0	0	0	0	2354	0	0	0	0	0	0	0	0	0	1957	0	4063	3133	0	0	0	0	0	0	0	0	1118	0	0	1714	3779	4398	0	4083	0	0	2583	1201	0	1957	1510	1374	0	0	3066	527	1563	0	0	727	0	1179	0	0	0	0	0	0	0	0	0	2150	1279	2519	0	0	0	1267	2813	0	2698	0	0	0	0	0	0	0	1640	0	0	0	0	2344	6489	0	0	0	0	1264	528	1008	2506	0	1108	584	3751	0	0	0	3462	0	7696	0	0	0	0	0	0	0	0	0	0	0	0	0	586	0	153	5037	0	0	0	0	483	0	0	0	0	0	0	0	0	0
Subdoligranulum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eggerthia	3432	3491	0	1711	0	0	0	0	1339	0	0	1549	0	0	0	1834	0	0	1034	0	12561	1729	24476	0	11502	0	0	0	0	568	9199	2611	1158	0	4283	1514	0	18330	1071	0	3313	2925	4106	1137	1595	3392	1546	0	0	2017	1436	2242	2063	705	0	4928	0	0	0	0	0	0	0	0	11011	1196	1489	2724	0	1773	0	4056	3962	0	0	1737	0	2266	0	0	0	0	0	0	0	2225	1391	7732	2297	0	3048	0	0	4280	1076	1246	7670	1204	1442	697	17073	279246	972	11904	11680	6796	0	0	12074	0	0	0	12208	0	0	0	18780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1603
Solobacterium	2324	2649	1617	5810	0	0	0	0	7151	1925	1791	2176	3416	989	0	1821	1370	0	1549	3214	31901	18595	6599	5032	15986	0	4125	0	2556	2740	12220	2417	3024	0	6326	15004	11233	10355	10163	0	7819	1014	6463	2957	6432	4478	10053	2433	14187	0	12260	1543	0	0	6779	2622	6200	0	0	0	0	0	8009	0	6386	1889	1600	4003	2119	1674	0	0	802	2279	6126	2030	0	13677	0	0	6054	0	29771	0	0	2331	81017	14033	90779	51084	13492	31636	6471	3510	1532	3181	91479	2001	17773	10874	27118	204502	8289	11917	31427	31968	66655	131621	90424	0	0	0	0	0	0	8739	0	3985	0	0	8775	0	1845	53293	7527	2678	0	1684	12144	0	1634	0	6690	1861	0	0	0	3257
Acidaminococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Centipeda	0	0	21617	1282	0	0	0	892	42232	5803	4511	1953	32462	11651	0	1681	3834	6099	1322	8409	37130	11870	10511	1631	12062	1843	30422	2885	28154	4007	93322	1993	30854	1699	4339	34424	57790	27983	44730	2058	34842	2698	49786	1286	12534	22811	28841	2923	14669	2060	70722	1518	7813	2225	5324	1960	52817	0	1678	0	0	0	93276	0	39678	2003	2821	1640	1503	8698	2151	1021	2717	3760	10029	40226	1741	6780	2314	2175	1977	0	12460	0	0	0	0	3497	2225	0	1843	0	0	0	0	0	1884	399	0	578	1730	13734	790	2793	11692	5172	0	6135	0	0	0	8549	13624	0	29841	5111	55595	0	0	0	0	0	0	897	1056	0	0	0	608	0	0	0	6646	0	0	0	0	1407
Mitsuokella	0	0	0	0	0	0	0	0	1605	0	28845	0	0	1674	0	0	0	1638	0	0	14907	2514	4044	142920	4947	42447	440193	0	16662	1915	3565	0	1022	0	1372	2496	12163	2017	5985	0	1648	0	4628	0	0	1303	41795	0	1484	0	1227	0	0	0	0	0	1322	0	0	0	0	0	54080	0	1667	0	0	0	116025	0	470654	0	1137	0	1738	915	0	5326	0	0	168468	0	0	0	118190	0	0	0	917	0	0	9089	0	0	0	0	0	0	928	0	0	0	0	0	2107	2912	0	0	0	0	0	0	0	0	0	0	13753	0	0	0	0	0	0	0	481	0	0	0	0	0	0	0	0	0	0	0	0	0
Selenomonas	19433	24033	216410	48487	8921	20543	2127	30691	421621	99173	237920	29749	148534	199129	29392	75884	136629	140034	60241	423913	607000	162393	409286	102842	419348	134522	429396	84420	389765	129343	760356	39897	363864	72404	149880	808050	526347	250295	308450	98346	212298	114566	481693	39878	214351	276484	746402	52538	234771	26692	429441	19166	191843	31588	310582	45539	411568	2543	406255	1142	0	37615	414880	5337	430048	68213	163731	54125	185112	50018	274906	28591	89726	239438	254610	281473	42391	407430	493191	479598	120029	11843	171996	56825	27462	10297	26182	67621	77252	409750	62761	107539	21229	8419	7912	4883	47642	6135	31121	9882	33031	532344	12663	60729	256386	112299	46670	418502	82144	29591	31400	405821	468536	184568	537089	177070	878948	0	0	1273	3249	0	3709	51041	84246	2552	0	1098	4498	0	1569	0	156474	2017	6490	1725	0	63392
Allisonella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus	1032	1045	2549	64699	0	0	0	0	16714	0	1659	0	0	0	0	0	0	0	0	22627	0	4401	79924	3613	15056	0	14437	0	3668	615	67976	2134	17391	0	37261	0	2485	2635	2963	0	80228	0	9498	0	8383	34505	4138	1026	189036	0	9979	0	0	0	4317	0	64701	0	0	0	0	0	32813	0	36133	6670	35325	0	0	1005	0	0	2072	3223	0	3950	0	77372	1960	1941	4138	0	0	0	0	2681	0	3929	2963	0	4100	0	2035	2884	2184	790	0	349	1752	1843	10592	14686	436	1706	25366	6310	0	6125	11734	0	0	7531	11737	12829	12695	11105	87456	0	0	0	0	0	0	739	373	0	0	0	798	0	0	0	0	0	0	0	0	6072
Dialister	12145	7713	4760	13051	0	1646	0	1728	15977	1228	2394	7883	0	11118	0	1034	0	2950	20551	3214	14390	2952	27621	2043	21860	2770	9048	5108	2435	1408	19431	4930	11239	0	68225	66514	14128	69170	11434	0	55856	2584	10875	2675	11557	12737	15936	1355	16805	0	6810	3349	6450	1043	5079	5993	16213	0	0	0	0	1472	7332	1169	18025	12919	8530	6396	11248	4610	0	5393	39893	5801	7654	1160	1218	43498	0	0	2396	0	10078	19481	0	3397	8072	28117	31378	25262	17051	7650	6557	6236	3157	4409	22966	2307	7640	1772	16318	130664	4123	10524	28051	25650	13313	15318	31416	0	0	73301	55184	17627	33390	27273	491170	0	0	0	3081	0	1357	25047	4631	1422	0	1036	5564	0	0	0	1203	1932	1987	0	0	29001
