Species	CMC001.A0101	CMC001.A0201	CMC001.B0201	CMC002.A0201	CMC002.B0201	CMC003.A0201	CMC003.B0101	CMC004.A0101	CMC004.B0201	CMC005.A0202	CMC005.B0101	CMC006.A0101	CMC006.B0201	CMC007.B0101	CMC008.A0101	CMC008.B0201	CMC009.A0202	CMC009.B0101	CMC010.A0101	CMC010.B0201	CMC011.A0201	CMC011.B0101	CMC012.A0201	CMC012.B0201	CMC013.A0201	CMC013.B0101	CMC014.A0101	CMC015.A0201	CMC015.B0201	CMC016.A0101	CMC016.B0101	CMC017.A0201	CMC017.B0201	CMC018.A0101	CMC018.B0101	CMC020.A0101	CMC020.B0101	CMC021.A0201	CMC021.B0201	CMC022.A0101	CMC022.B0101	CMC023.A0301	CMC023.B0201	CMC024.A0101	CMC024.B0101	CMC025.A0201	CMC025.B0201	CMC026.A0101	CMC026.B0101	CMC027.A0201	CMC027.B0201	CMC028.A0101	CMC028.B0101	CMC029.A0201	CMC029.B0201	CMC030.A0101	CMC030.B0101	CMC031.A0201	CMC031.B0201	CMC032.A0101	CMC032.B0101	CMC033.A0201	CMC033.B0201	CMC034.A0101	CMC034.B0101	CMC035.A0201	CMC035.B0201	CMC036.A0101	CMC036.B0101	CMC037.A0201	CMC037.B0201	CMC038.A0101	CMC038.B0101	CMC039.B0201	CMC040.B0101	CMC041.A0201	CMC042.A0201	CMC042.B0101	CMC043.A0101	CMC043.B0101	CMC044.A0201	CMC045.A0201	CMC045.B0201	CMC046.B0201	CMC047.A0201	ERR1474564	ERR1474565	ERR1474566	ERR1474567	ERR1474568	ERR1474569	ERR1474570	ERR1474571	ERR1474572	ERR1474573	ERR1474574	ERR1474575	ERR1474576	ERR1474577	ERR1474578	ERR1474579	ERR1474580	ERR1474581	ERR1474582	ERR1474583	ERR1474584	ERR1474585	ERR1474586	ERR1474587	JAE006.A0101	JAE007.A0101	JAE008.A0101	JAE009.A0101	JAE010.A0101	JAE012.A0101	JAE013.A0101	JAE016.A0101	SRS011247	SRS011310	SRS013506	SRS013942	SRS013945	SRS014468	SRS014692	SRS015055	SRS015436	SRS015799	SRS018359	SRS019120	SRS019124	SRS019587	SRS024281	SRS043239	SRS052874	SRS056892	SRS058105	JAE014.A0101	JAE015.A0101	VLC001.A0101	VLC002.A0101	VLC003.A0101	VLC004.A0101	VLC005.A0101	VLC008.A0101	VLC009.A0101	VLC010.A0101	SRR061192	SRR061294	SRR061320	SRR061365	SRR061562	SRR062083	SRR062298	SRR062299	SRR063517	SRR512767	SRR513165	SRR513768	SRR513775	SRR513828	SRR514202	SRR514239	SRR514306	SRR514329	SRR1804664	SRR1804823
Actinomyces gaoshouyii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1145	0	0	0	0	0	1686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6511	0	0	0	0	4686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces gerencseriae	9171	10239	17563	24156	8541	8286	37254	13411	99773	5237	62872	0	17853	120617	20302	3950	12538	200147	9759	16475	8455	20128	478546	216617	42698	894143	10334	11914	118268	10983	14815	6853	18080	5269	42179	9282	187746	12370	172397	20997	23697	4868	120643	13106	23589	11049	209682	10216	45663	4583	28045	9388	5940	5063	174418	6274	11388	14733	904792	11429	1	5532	22436	6450	17807	11443	44645	3999	110098	6114	9184	7011	3703	24945	44136	8427	6238	33738	18811	18885	239777	8902	25974	282802	21574	0	0	0	0	0	0	4962	0	0	0	0	0	0	0	0	0	0	0	0	1022	2843	0	0	0	19679	0	415295	190308	103174	25598	11229	592191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11086	0	0	0	163126	115904	38499	18267	8369	102253	26673	27529	73487	137013	18953	10989	56110	8903	54530	16481	25421	10955	299023	178576	7476	285137	303201	130946	166195	48767	176557	15978	1001978	57569
Actinomyces glycerinitolerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1080	0	0	0	0	0	1859	0	0	0	1010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces graevenitzii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3656	4604	0	15673	675589	11066	213247	4252	1880	0	1721	52834	1430	43314	6066	13349	58985	5500	30151	14780	10246	45123	244948	77027	0	0	0	0	0	0	4698	0	9541	0	0	2218	0	4124	10088	37467	6239	0	1053	2207	0	1864	3153	38374	0	1546	2373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces israelii	51816	59807	278742	339620	118468	8980	110038	14366	99390	7281	25180	0	11304	81998	10588	35038	13524	16851	38004	148488	69967	106082	77820	46802	137176	96015	27130	148474	165951	34110	242412	7721	136915	20267	104009	71526	100811	18833	121751	42841	204759	27575	375514	13778	122434	59920	46178	22550	296189	24862	125059	10246	114102	25168	177218	9715	166545	6946	91778	134736	6	25105	150545	31012	287601	23410	736376	3025	165035	13666	33272	4919	11943	119960	27696	82411	26550	141646	185968	193217	50972	1366	81034	7951	49327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	464	1045	4901	1232	0	0	0	16057	0	847675	1313872	363972	121510	84627	2323910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1454247	1100404	444820	285793	163764	1619001	259338	537317	1074559	1433219	20290	8307	52022	7730	15076	5529	14403	0	16517	7512	6957	15802	22498	8201	1752	63956	27110	2792	63793	21094
Actinomyces johnsonii	11945	14145	4028	4701	13415	41414	43791	37947	14096	29936	10786	4575	21856	45681	21281	3917	27082	113976	6702	30558	7191	2347	8331	6635	31530	23235	1555	4903	44198	17850	4031	21509	9011	85945	6012	5759	5403	3462	7224	97557	21600	3829	24332	69819	45275	19454	23400	70504	42755	4626	10306	34096	0	9921	5402	48848	1710	29478	25497	5768	3	40451	17989	48388	2740	40605	50413	27132	5305	29164	2646	40432	2335	12840	93098	5438	42495	4322	5170	4988	6704	68419	24356	16316	2283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2077	0	0	0	0	149964	7703	131646	84331	20619	6840	39884	137877	0	0	0	0	0	0	0	1423	0	0	857	0	0	1452	0	17196	0	6712	0	38216	15912	3800	2416	0	86090	45808	18183	63635	19550	26187	60443	49005	142382	10869	59292	2014	3051	24637	96234	13321	20973	60470	78803	10993	21494	250523	27873	97737	18119
Actinomyces massiliensis	34842	38595	29771	16299	12223	72658	2260989	554628	83535	97932	8327	23592	100653	46160	92370	28455	136224	75378	94522	15887	24933	6978	41902	13598	203082	233606	3309	300514	144214	75435	16171	45227	22084	66728	8150	124816	28550	100515	18077	16945	13776	89777	150392	26303	29045	12368	122142	444980	68590	49293	54661	6344	5971	94879	12343	24076	9042	17784	41663	7875	0	67220	15735	152811	188587	24554	61501	12392	227876	9885	4244	51457	1959	37856	74425	79080	26811	10220	27374	26529	4737	14574	39920	284301	10796	0	1719	0	1153	0	0	0	1490	0	0	0	0	0	0	0	0	0	0	1501	1108	0	7898	0	0	17827	0	225742	291051	955956	39418	314054	177797	0	0	0	0	0	208	0	913	0	0	0	876	0	0	0	1540	0	0	0	209772	51142	27068	145525	8770	418113	21824	86667	261161	479082	362815	81678	286183	445166	152333	403111	5740	16403	1198877	393620	13317	1489085	170197	778770	42064	165912	804214	199357	1509810	165257
Actinomyces naeslundii	38156	45682	15846	15609	50327	115045	69392	97457	95056	279385	40372	12105	124097	224831	92817	8769	229235	123986	24822	23609	325674	6368	47785	49230	580715	303920	5019	61356	94813	56587	15939	61738	20805	102717	11092	64934	35211	36233	36010	292018	68229	22103	66129	202471	156665	8746	108616	63092	15432	16059	33773	98490	1777	33688	61735	137188	4677	95969	90569	22974	11	206655	50865	152834	19424	106248	35656	82326	247642	111166	5143	155898	6562	69464	272526	16708	107136	20867	15443	15206	46718	201613	115758	0	10693	1416	0	0	2212	5556	0	6416	1578	0	498	0	0	0	0	523	0	0	3868	15368	9431	2942	15124	0	14878	611666	38269	309174	337578	138391	33241	117457	98814	0	3103	0	721	12389	260	0	2955	2845	0	3771	1796	9057	8606	0	15673	2187	20812	0	159422	68291	147241	41081	24930	142692	169720	57692	195361	68605	223274	152786	216558	746642	370511	580835	10905	18299	172857	954731	88721	168730	632371	387551	37051	265740	308670	554162	1353114	192302
Actinomyces oris	32099	38666	88521	54564	1486222	235871	455119	177666	65895	134202	409560	256991	212395	174889	382844	167614	589886	332175	236894	130959	174586	5425	24755	25982	72140	373331	61352	80040	19872	108942	88562	103845	33035	170040	29020	242868	78612	55964	55365	211545	59853	33006	40381	169536	301625	11529	144889	154184	132079	18482	42985	75545	2564	40525	37004	144917	8911	87234	99927	25213	177	175404	88003	377419	159675	286378	363388	57677	193995	141617	34714	200732	6845	47079	89557	11636	220063	111692	337388	334329	10907	207693	82279	0	212422	3650	11598	2184	4415	22035	2679	35376	12007	1932	1794	581	0	1141	3658	830	0	8324	3794	21094	33161	6816	62905	15863	14667	360945	54541	347825	985475	3266698	340436	243113	58902	2055	16490	4831	4053	208339	1908	1328	17814	37020	14780	18531	13617	22108	134890	16464	308013	46786	647895	5489	199837	230627	36252	39336	21197	118470	189055	96440	382205	118142	1197905	173901	946986	3636642	515489	2407249	168044	52534	2510915	5403185	83785	1755356	765330	1831644	741130	181506	1155289	912245	1102907	1327754
Actinomyces radicidentis	2495	2791	0	2033	0	1659	3558	3859	0	9031	0	0	0	0	0	5790	0	0	23093	0	1153	0	0	937	0	0	0	6399	0	0	0	11435	2703	2016	23367	0	0	5001	0	29631	40503	8464	0	3753	6649	1309	0	6120	2406	0	0	19263	0	1179	0	8903	0	0	0	0	0	1264	0	1036	0	12572	16474	5882	0	1943	0	3083	2399	0	0	1572	7444	0	0	0	0	1043	0	0	1379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21128	0	76814	31484	0	42949	0	8117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118341	13690	0	8051	0	14514	30765	0	12881	2699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces ruminicola	2496	2667	1471	3630	0	985	2632	1972	0	3390	0	0	0	1307	930	2357	0	0	9010	1523	1141	0	0	971	1304	1867	1318	3742	1746	373	1354	4316	1758	1084	9875	0	0	2549	1619	10867	15745	3265	2694	2292	5844	2335	1357	2700	2242	952	0	7661	0	1176	1925	3421	1341	0	3052	0	0	0	991	0	1426	4866	9219	2110	2011	1156	1783	2083	1688	0	0	1455	2835	1496	1783	1700	0	0	1101	0	1325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8537	0	38487	21599	5909	16702	0	33132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69432	29679	3703	4700	0	12427	14903	4064	9332	8364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces slackii	907	1043	1023	2701	0	0	0	1198	0	1503	0	0	0	0	0	1173	0	0	5574	1414	0	0	0	0	0	0	0	3147	0	0	1279	2085	1028	0	6102	0	0	1036	0	5328	6791	1637	1614	1967	6837	866	0	1309	1597	0	0	5317	0	1883	0	1722	0	0	0	0	0	0	0	0	1354	4883	4998	1179	0	1049	0	2840	1516	0	0	0	1583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18987	10705	0	8527	0	11302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29918	8062	0	2125	0	7678	6648	0	5156	3873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces timonensis	2257	2538	1404	5289	2031	1184	6851	2542	0	10549	16250	3547	0	2627	988	2319	43852	1507	6846	2647	102838	1214	3959	6897	61208	2085	0	3203	0	6605	1259	3458	1293	3965	6994	4636	0	2588	1708	7854	11849	2472	1382	2073	8035	1235	0	6005	14130	0	0	5147	0	934	1701	5487	1204	0	2548	0	0	3781	2924	2829	1973	10620	69476	1709	0	1153	0	1872	938	2028	0	1600	2600	1247	1739	1684	7349	863	0	0	0	0	0	0	1400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1570	0	0	0	0	0	0	0	24283	38380	0	12160	0	13146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42488	11032	0	15856	0	8434	12931	7176	8438	4260	4322	0	2363	2962	0	0	0	0	2924	0	0	8868	23387	0	0	1434	40669	0	2519	0
Actinomyces urogenitalis	1513	1797	0	1479	0	0	2183	2038	0	5057	0	0	0	0	0	2931	0	0	11203	0	0	0	0	0	0	0	0	3390	0	0	0	6121	1510	1069	13253	0	0	2740	0	15111	21398	4576	0	2135	4062	862	0	3280	1408	0	0	10382	0	698	0	4378	0	0	0	0	0	0	0	0	0	6715	8846	3184	0	1028	0	1697	1356	0	0	0	4028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12712	0	45601	19486	0	26398	0	7832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71279	10354	0	4650	0	8239	17480	0	7713	2073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces viscosus	1639	2014	6271	5657	154003	10940	29241	8278	3866	9871	22659	14162	11338	8130	21553	7713	60567	17449	10606	9375	21474	0	2728	1070	10016	51465	3638	7543	2239	6689	12834	4495	1949	9644	1722	11296	7398	2215	3386	13208	3967	1479	2936	8281	17559	1112	13693	18563	26902	958	2238	4387	0	1650	4385	6583	0	3177	6841	1484	7	10513	5490	15544	17587	16650	42610	2756	9965	6896	4038	8573	0	2384	5351	0	12953	14109	52948	53670	0	10604	4912	0	23449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1194	1015	0	0	0	0	10166	0	50702	42396	212916	18238	9614	8367	0	0	0	0	9255	0	0	1403	1364	0	0	682	0	4184	0	46300	1684	48318	0	11867	17264	4160	2044	0	7395	9836	4442	29539	11337	128785	6694	37690	182264	19088	98019	32048	887	107350	387466	4880	101954	29515	104370	23389	8616	54129	39742	55023	63055
Actinomyces sp. HMSC035G02	0	0	1044	18067	5920	1130	3034	0	0	0	0	13837	0	0	0	5471	0	0	0	5263	1262	1479	1640	0	2323	0	0	0	0	1185	9279	2347	2172	0	5296	2583	0	0	1115	0	8338	1623	0	0	3869	0	0	0	2462	0	3809	0	7095	0	1954	0	10054	0	0	0	0	0	2172	2070	1823	9200	2974	3080	0	0	0	0	1112	2114	0	1197	4555	10289	8209	8094	0	0	1224	0	0	2546	8442	2516	8149	52927	6721	139709	2975	547	873	586	10142	732	1635	906	5386	185967	11184	37204	20153	6556	42452	64899	26057	0	10731	5633	6215	49160	98200	64868	0	0	0	0	589	5876	956	3588	15183	0	0	960	2642	0	3280	0	6400	1695	2071	0	0	11620	0	2221	4221	0	0	0	2810	0	0	0	2368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces sp. HMSC062G12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8116	1757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	746	0	0	0	0	0	0	0	0	1230	0	0	0	0	0	0	0	0	0	0	922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5695	0	0	0	0	0	0	0	0	0	0	0	1307	0	0	0	0	0	0	0	0	12853	0	0	0	0	0	0	0	0	0	0	0	520	0	0	0	411	0	0	0	0	0	0	0	0	0	3299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1740	0	3921	0	0	0	0	0	0	0
Actinomyces sp. HMSC075C01	2580	2996	2317	2110	22625	8671	16239	4604	2693	4383	11904	9598	6389	7004	9897	6365	10349	13130	4733	3118	5328	0	1619	1377	3838	10570	8113	2253	1626	2033	2943	3984	1350	4003	1156	4364	3065	1226	1552	14344	4097	993	2407	10041	9820	847	4040	4601	3698	1160	2142	5488	0	1777	1805	8619	0	3566	3600	1253	3	6999	3334	10574	3841	8473	8523	4145	6082	5658	1709	8734	0	1614	3920	0	10632	2665	9292	9115	1254	12108	2696	10163	3693	0	0	0	0	0	0	4241	0	0	0	0	0	0	0	0	0	0	0	1349	3656	1068	0	0	0	14270	0	8860	25674	34084	7515	8181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2261	0	5587	7170	33553	0	12205	10542	0	0	0	6132	10656	3338	10406	3939	35738	10727	15446	45080	12872	25512	5603	3303	97367	70408	5075	28333	17916	56406	141635	7564	28246	17586	40302	17450
Actinomyces sp. HMSC08A09	1397	1639	5936	5498	168915	9622	26526	8631	3408	8250	17693	14541	9622	6855	16286	8693	50542	15493	11310	8526	17745	0	1842	883	6749	33646	4259	6186	1553	5931	12048	4316	1649	8400	1718	9864	6683	2296	2344	9004	2895	1433	2022	6570	16098	0	9920	15685	16125	781	1965	3322	0	1720	2865	5589	0	2864	6950	1209	7	9707	4755	17263	21851	16771	35835	2365	8031	5859	3173	7681	0	2347	4867	0	13538	14010	56523	57092	0	8878	4156	0	25164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1190	1010	0	0	0	0	12000	0	74683	43954	237605	23713	11159	0	0	0	0	0	9008	0	0	1197	1521	0	0	668	0	3526	0	56433	1937	44563	0	9436	13642	3811	1709	0	6605	10154	3943	30227	9451	120234	7463	33258	161952	20102	102696	28649	966	109945	488598	4130	91772	28589	97568	20089	7438	49895	40478	58271	51441
Actinomyces sp. HPA0247	0	0	1258	8487	1599	890	2717	0	7384	0	0	18101	0	0	0	7553	0	0	0	7600	14159	9555	19391	4172	25050	0	1781	1489	1399	2331	16148	2710	6202	0	40802	26133	7617	1777	7230	0	34405	6521	2385	0	6673	0	3045	1412	18377	0	26057	1733	61498	0	23027	0	4912	0	0	0	5	0	8362	1544	7500	7312	1441	8158	0	1000	0	980	4338	11553	7859	0	2292	56186	1982	1874	4868	0	13349	0	0	3256	7918	3107	7256	57695	9188	163061	1459	775	389	433	5359	711	12839	1912	2182	61206	2554	17386	10158	28117	32231	359175	45519	0	0	6363	0	20679	75296	50764	0	0	0	0	0	0	792	4168	13667	0	0	0	948	0	3364	0	5919	0	3690	0	0	0	2663	2008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
